processes,time,length,speedup
1,15.5422,27142.2,1.0
2,15.4305,25414.4,1.0072389099510708
4,18.1857,25177.1,0.8546385346728472
8,34.6347,25470.5,0.4487464883483904
16,73.7923,25126.4,0.21062089133961132
